,cari,pop_scale
215,2,100038.83495145632
216,2,100038.83495145632
217,2,100038.83495145632
218,2,100038.83495145632
219,2,100038.83495145632
220,2,100038.83495145632
221,2,100038.83495145632
222,2,100038.83495145632
223,2,100038.83495145632
224,2,100038.83495145632
225,2,100038.83495145632
226,2,100038.83495145632
227,2,100038.83495145632
228,2,100038.83495145632
229,2,100038.83495145632
230,2,100038.83495145632
231,2,100038.83495145632
232,2,100038.83495145632
233,2,100038.83495145632
234,2,100038.83495145632
235,2,100038.83495145632
236,2,100038.83495145632
237,2,100038.83495145632
238,2,100038.83495145632
239,2,100038.83495145632
240,2,100038.83495145632
241,2,100038.83495145632
242,2,100038.83495145632
243,2,100038.83495145632
244,2,100038.83495145632
245,2,100038.83495145632
246,2,100038.83495145632
247,2,100038.83495145632
248,2,100038.83495145632
249,2,100038.83495145632
250,2,100038.83495145632
251,2,100038.83495145632
252,2,100038.83495145632
253,2,100038.83495145632
254,2,100038.83495145632
255,2,100038.83495145632
256,2,100038.83495145632
257,2,100038.83495145632
258,2,100038.83495145632
259,2,100038.83495145632
260,2,100038.83495145632
261,2,100038.83495145632
262,2,100038.83495145632
263,2,100038.83495145632
264,2,100038.83495145632
265,2,100038.83495145632
266,2,100038.83495145632
267,2,100038.83495145632
268,2,100038.83495145632
269,2,100038.83495145632
270,2,100038.83495145632
271,2,100038.83495145632
272,2,100038.83495145632
273,2,100038.83495145632
274,2,100038.83495145632
275,2,100038.83495145632
276,2,100038.83495145632
277,2,100038.83495145632
278,2,100038.83495145632
279,2,100038.83495145632
280,2,100038.83495145632
281,2,100038.83495145632
282,2,100038.83495145632
283,2,100038.83495145632
284,2,100038.83495145632
285,2,100038.83495145632
286,2,100038.83495145632
287,2,100038.83495145632
288,2,100038.83495145632
289,2,100038.83495145632
290,2,100038.83495145632
291,2,100038.83495145632
292,2,100038.83495145632
293,2,100038.83495145632
294,2,100038.83495145632
295,2,100038.83495145632
296,2,100038.83495145632
297,2,100038.83495145632
298,2,100038.83495145632
299,2,100038.83495145632
300,2,100038.83495145632
301,2,100038.83495145632
302,2,100038.83495145632
303,2,100038.83495145632
304,2,100038.83495145632
305,2,100038.83495145632
306,2,100038.83495145632
307,2,100038.83495145632
308,2,100038.83495145632
309,2,100038.83495145632
310,2,100038.83495145632
311,2,100038.83495145632
312,2,100038.83495145632
313,2,100038.83495145632
314,2,100038.83495145632
315,2,100038.83495145632
316,2,100038.83495145632
317,2,100038.83495145632
318,2,100038.83495145632
319,2,100038.83495145632
320,2,100038.83495145632
321,2,100038.83495145632
322,2,100038.83495145632
323,2,100038.83495145632
324,2,100038.83495145632
325,2,100038.83495145632
326,2,100038.83495145632
327,2,100038.83495145632
328,2,100038.83495145632
329,2,100038.83495145632
330,2,100038.83495145632
331,2,100038.83495145632
332,2,100038.83495145632
333,2,100038.83495145632
334,2,100038.83495145632
335,2,100038.83495145632
336,2,100038.83495145632
337,2,100038.83495145632
338,2,100038.83495145632
339,2,100038.83495145632
340,2,100038.83495145632
341,2,100038.83495145632
342,2,100038.83495145632
343,2,100038.83495145632
344,2,100038.83495145632
345,2,100038.83495145632
346,2,100038.83495145632
347,2,100038.83495145632
348,2,100038.83495145632
349,2,100038.83495145632
350,2,100038.83495145632
351,2,100038.83495145632
352,2,100038.83495145632
353,2,100038.83495145632
354,2,100038.83495145632
355,2,100038.83495145632
356,2,100038.83495145632
357,2,100038.83495145632
358,2,100038.83495145632
359,2,100038.83495145632
360,2,100038.83495145632
361,2,100038.83495145632
362,2,100038.83495145632
363,2,100038.83495145632
364,2,100038.83495145632
365,2,100038.83495145632
366,2,100038.83495145632
367,2,100038.83495145632
368,2,100038.83495145632
369,2,100038.83495145632
370,2,100038.83495145632
371,2,100038.83495145632
372,2,100038.83495145632
373,2,100038.83495145632
374,2,100038.83495145632
375,3,100038.83495145632
376,3,100038.83495145632
377,3,100038.83495145632
378,3,100038.83495145632
379,3,100038.83495145632
380,3,100038.83495145632
381,3,100038.83495145632
382,3,100038.83495145632
383,3,100038.83495145632
384,3,100038.83495145632
385,3,100038.83495145632
386,3,100038.83495145632
387,3,100038.83495145632
388,3,100038.83495145632
389,3,100038.83495145632
390,3,100038.83495145632
391,3,100038.83495145632
392,3,100038.83495145632
393,3,100038.83495145632
394,3,100038.83495145632
395,3,100038.83495145632
396,3,100038.83495145632
397,3,100038.83495145632
398,3,100038.83495145632
399,3,100038.83495145632
400,3,100038.83495145632
401,3,100038.83495145632
402,3,100038.83495145632
403,3,100038.83495145632
404,3,100038.83495145632
405,3,100038.83495145632
406,3,100038.83495145632
407,3,100038.83495145632
408,3,100038.83495145632
409,3,100038.83495145632
410,3,100038.83495145632
411,3,100038.83495145632
412,3,100038.83495145632
413,3,100038.83495145632
414,3,100038.83495145632
415,3,100038.83495145632
416,3,100038.83495145632
417,3,100038.83495145632
418,3,100038.83495145632
419,3,100038.83495145632
420,3,100038.83495145632
421,3,100038.83495145632
422,3,100038.83495145632
423,3,100038.83495145632
424,3,100038.83495145632
425,3,100038.83495145632
426,3,100038.83495145632
427,3,100038.83495145632
428,3,100038.83495145632
429,3,100038.83495145632
430,3,100038.83495145632
431,3,100038.83495145632
432,3,100038.83495145632
433,3,100038.83495145632
434,3,100038.83495145632
435,3,100038.83495145632
436,3,100038.83495145632
437,3,100038.83495145632
438,3,100038.83495145632
439,3,100038.83495145632
440,3,100038.83495145632
441,3,100038.83495145632
442,3,100038.83495145632
443,3,100038.83495145632
444,3,100038.83495145632
445,3,100038.83495145632
446,3,100038.83495145632
447,3,100038.83495145632
448,3,100038.83495145632
449,3,100038.83495145632
450,3,100038.83495145632
451,3,100038.83495145632
452,3,100038.83495145632
453,3,100038.83495145632
454,3,100038.83495145632
455,3,100038.83495145632
456,3,100038.83495145632
457,3,100038.83495145632
458,3,100038.83495145632
459,3,100038.83495145632
460,3,100038.83495145632
461,3,100038.83495145632
462,3,100038.83495145632
463,3,100038.83495145632
464,3,100038.83495145632
465,3,100038.83495145632
466,3,100038.83495145632
467,3,100038.83495145632
468,3,100038.83495145632
469,3,100038.83495145632
470,3,100038.83495145632
471,3,100038.83495145632
472,3,100038.83495145632
473,3,100038.83495145632
474,3,100038.83495145632
475,3,100038.83495145632
476,3,100038.83495145632
477,3,100038.83495145632
478,3,100038.83495145632
479,3,100038.83495145632
480,3,100038.83495145632
481,3,100038.83495145632
482,4,100038.83495145632
483,4,100038.83495145632
484,4,100038.83495145632
485,4,100038.83495145632
486,4,100038.83495145632
487,4,100038.83495145632
488,4,100038.83495145632
489,4,100038.83495145632
490,4,100038.83495145632
491,4,100038.83495145632
492,4,100038.83495145632
493,4,100038.83495145632
494,4,100038.83495145632
495,4,100038.83495145632
496,4,100038.83495145632
497,4,100038.83495145632
498,4,100038.83495145632
499,4,100038.83495145632
500,4,100038.83495145632
501,4,100038.83495145632
502,4,100038.83495145632
503,4,100038.83495145632
504,4,100038.83495145632
505,4,100038.83495145632
506,4,100038.83495145632
507,4,100038.83495145632
508,4,100038.83495145632
509,4,100038.83495145632
510,4,100038.83495145632
511,4,100038.83495145632
512,4,100038.83495145632
513,4,100038.83495145632
514,4,100038.83495145632
